latitude,longitude
46.6961584 , -1.9165392
47.8292508 , 0.077165
42.720513 , 2.8457527
48.3858923 , 2.9571908
43.3876457 , -1.6613552
48.8244275 , 2.3638493
49.3053367 , 1.6084289
46.8746959 , -1.0273331
48.350295 , 0.369166
50.4619552 , 2.4888359
48.801317 , 2.379694
48.6968087 , 2.184695
43.785259 , 1.3549053
48.8009652 , 2.3138683
49.035445 , -0.9793601
45.9400359 , 4.7798493
45.7716327 , 4.8649712
48.901822 , 2.155943
46.5626326 , 3.3308397
49.357808 , 6.188056
42.8739187 , -0.003108
45.9131818 , 6.142999
48.5212651 , 0.5456655
44.9059979 , 4.422095
43.6806755 , 0.6018206
50.6591384 , 2.9285604
49.51873355 , 0.5344988326549294
48.843338 , 2.2593388
48.751065 , -1.5615425
49.3472897 , 4.2090964
45.7661169 , 4.9002609
43.8511559 , 1.2920133
45.9005634 , 5.3474187
45.3934581 , 5.2578287
48.9093251 , 2.2864586
45.1446479 , 5.7171319
47.4104776 , 2.9257674
45.3659221 , 4.8057528
48.7980464 , 2.4851703
44.2899211 , 2.5566901
45.7777768 , 4.9180438
48.8479938 , 2.4460955
50.4540453 , 3.0307717
44.104398450000005 , 1.0989361412709506
46.5561821 , 3.360313
45.7061577 , 5.7608874
46.2215585 , -0.1427529
49.0118444 , 6.2029989
45.7476677 , -0.6594791
50.1868038 , 3.4973979
48.8378315 , -1.5639735
45.1510338 , 5.7057033
48.7849342 , 2.1823467
43.4993396 , -1.4558918
48.4539438 , -4.2546845
49.1281885 , 6.148649243043206
46.019078 , 5.9297349
48.7620965 , 5.5927145
48.8372776 , 2.2414258
48.8444721 , 2.2838067
45.6994767 , -0.3439669
45.8188609 , 1.251571
45.158641849999995 , 5.759110947960526
47.472009 , -1.748099
48.6325292 , -2.0643917
48.197492 , -2.0412056
49.4089882 , 1.0510689
43.8554295 , 1.4993369
47.2068622 , -1.5057038
47.4406881 , -1.4969927
48.2136026 , 1.1754205
48.1198729 , -0.0116377
49.402714700000004 , 1.080031336725663
48.4614828 , -2.5152936
45.4321118 , 6.0220098
48.895478 , 2.3280744
50.3703113 , 3.5039621
49.732677 , 1.4427616
48.3118529 , 1.9990693
48.3878262 , -4.4895882
43.4907777 , 0.9295008
49.2495829 , 6.0988461
45.3659801 , 5.5920685
46.4275639 , 0.1150711
48.2687069 , 4.0481569
48.0943772 , 5.1456498
44.6005909 , 0.3598424
47.7890848 , 7.3356086
48.4132542 , 2.735858
47.7356622 , 7.3309068
45.5659053 , 5.4477581
48.6249516 , 6.2928734
48.6383454 , 2.3606024
47.8047006 , 5.4359458
49.2789184 , -0.7082037
43.6121983 , 3.866665
48.999924 , 7.031087
48.6656808 , 7.7147343
48.5660812 , 7.7591665
47.7513855 , 7.3382874
45.9892687 , 4.7184768
46.6006352 , 4.0621158
48.902555 , 2.2685008
48.8374147 , 2.2587399
44.4360518 , 2.029491
43.526549 , 5.4473839
43.348191 , 5.465444
48.4461393 , -2.0618116
47.1473953 , 6.3447263
43.5159489 , 1.4987983
43.6761149 , 3.9836973
45.3480952 , 4.8029668
47.2617782 , -1.5878175
47.6880498 , 2.6211663
47.5057247 , -0.5891341732558164
48.587182 , 6.4872803
48.66242465 , 6.175316881401619
49.051132 , 6.930803
50.2896574 , 3.9749421
48.7310223 , 7.7083627
48.8732667 , 7.4798458
48.2652869 , 7.4533265
47.7466366 , 7.3406395
45.8358269 , 4.6161398
46.27474 , 4.04112
45.9053941 , 6.1449838
49.4408632 , 1.1465859
49.617357150000004 , 0.7528987680811403
48.805377 , 2.1308594
48.6944585 , 2.5034372
48.5534781 , 2.1218719
48.8280997 , 2.281412
48.8916556 , 2.2377753
47.02325035 , 3.081786340570865
48.90953 , 2.308321
48.8372776 , 2.2414258
43.5810624 , 1.4134161
48.4207579 , 0.0691267
47.4860793 , -0.5112474
48.2847155 , 7.5605784
48.952309 , 2.6059929
47.7689234 , 7.3602939
47.2323515 , 5.9859132
49.1516919 , 7.0296688
46.4612325 , -1.1338106
49.0241435 , 2.4606137
45.8984691 , 4.4337261
50.2761453 , 2.291153
45.0676125 , 4.8479355
43.3203051 , 0.3706361
48.6532155 , -2.8340695
47.9285605 , 1.9162415
43.6803594 , 1.5233476
48.946949 , 2.146909
45.9354743 , 6.6315802
43.5407537 , 2.2589739
47.9059253 , 7.2519948
44.1174964 , 3.0696653
48.8497354 , 2.4561836
49.150159 , 6.148231224999999
47.51951 , 5.13105
46.8514074 , -1.8973914
49.301784 , 6.210448
45.7412025 , 4.8846167
46.804135 , 1.7006363
49.498797 , 5.7227323
46.786117 , 0.1809412
48.1893434 , 6.9528621
49.5235222 , 1.185736
47.5040317 , -0.7936572
46.337178 , -0.4102461
43.2317846 , 0.0833794
46.8122257 , 1.6999777
45.7428951 , 4.2234902600590996
47.2403365 , -1.6047265
45.887376450000005 , 6.100818924256361
45.6386439 , 4.2358659
48.0408437 , 7.1367892
50.5961069 , 2.0977214
48.901889 , 6.0432621
48.302465 , 5.834826198198198
50.3623335 , 3.1151579
48.8633139 , 7.679283
49.0496609 , 4.1193641
46.83912315 , -0.4931709196537057
47.8555946 , 5.3328552
48.8388236 , 2.2608394
48.6140765 , 7.7325894
48.2118911 , -1.5161367298780513
43.5847224 , 1.5225579
48.5606167 , 3.3020589
43.0848248 , 0.5696912
47.6821563 , -2.7657078
49.1610381 , -0.3360018
48.7410157 , 7.3631807
47.4107458 , 0.6954626
47.7267698 , 7.3211964
45.5852538 , 4.3161173
50.5874886 , 3.075671
45.4999802 , 4.2400497
43.9585778 , 2.8870301
48.8277248 , 2.3271996
43.6952054 , 1.4372563
49.1753518 , 6.8803003
